game_id,game_name,game_url,game_channel
187,Kid Niki  Radical Ninja,https://www.youtube.com/watch?v=wCEZkLcKrEk,World of Longplays
192,Kiwi Kraze,https://www.youtube.com/watch?v=EQjXPt8VZGE,World of Longplays
183,Karnov,https://www.youtube.com/watch?v=lhbPHg21Bzo,World of Longplays
098,Exerion,https://www.youtube.com/watch?v=YPRiwD11-OU,World of Longplays
101,Famicom Box,https://www.youtube.com/watch?v=UDuFDlAZpZY,World of Longplays
295,Silver Surfer,https://www.youtube.com/watch?v=ZGGCYpggiDM,World of Longplays
256,Operation Wolf,https://www.youtube.com/watch?v=H-0WGRf1gEw,World of Longplays
104,Famicom JumpII  Saikyono7 nin,https://www.youtube.com/watch?v=gKLOLV2wMjk,PONG16
315,Sunday Funday,https://www.youtube.com/watch?v=ChPe7MUIPr4,World of Longplays
263,Phantom Fighter,https://www.youtube.com/watch?v=moxOU2fihpg,NintendoComplete
213,Mach Rider,https://www.youtube.com/watch?v=2PbcQhhZfHo,Nenriki Gaming Channel
267,Pooyan,https://www.youtube.com/watch?v=idOTkCh3jbc,World of Longplays
029,Battleship,https://www.youtube.com/watch?v=F1xL8fAAhFU,Game Destroyer
242,Mississippi Satsujin Jiken,https://www.youtube.com/watch?v=LBs_hx0XKwE,World of Longplays
097,Exed Exes,https://www.youtube.com/watch?v=b5uz_yC_F2o,World of Longplays
300,Solomon's Key,https://www.youtube.com/watch?v=eMFg_BKZMzQ,World of Longplays
342,The Flintstones  The Surpriseat Dinosaur Peak,https://www.youtube.com/watch?v=lDATMqD9XZ8,World of Longplays
022,Babelno Tou,https://www.youtube.com/watch?v=v_5mXJ1fQow,World of Longplays
121,Fire Emblem Gaiden,https://www.youtube.com/watch?v=tb-5VWJ7hek,World of Longplays
196,Kujaku Ou,https://www.youtube.com/watch?v=ZgQz6rmttEQ,World of Longplays
238,Mike Tyson's Punch  Out,https://www.youtube.com/watch?v=rcJneBFV9cI,World of Longplays
334,Target  Renegade,https://www.youtube.com/watch?v=7ok7no6TLPk,World of Longplays
391,Yie Ar Kung Fu,https://www.youtube.com/watch?v=2n3ZzHTGBzI,World of Longplays
103,Famicom Grand PrixII'3'D Hot Rally,https://www.youtube.com/watch?v=mFc2PpToqGk,World of Longplays
313,Strider,https://www.youtube.com/watch?v=rs2Q-_8zuAU,World of Longplays
201,Lan Master,https://www.youtube.com/watch?v=Z6cx34Kbkig,DolmaKalem
222,Marusano Onna,https://www.youtube.com/watch?v=8P6yNsfWdgI,Runplays in HD
289,Saint Seiya  Ougon Densetsu Kanketsu Hen,https://www.youtube.com/watch?v=lcVV-AnEbYc,World of Longplays
039,Burai Fighter,https://www.youtube.com/watch?v=mCC1_pEPf14,World of Longplays
266,Poolof Radiance,https://www.youtube.com/watch?v=7j3Co_obP2I,Vizzed Gameplay Videos
209,Lot Lot,https://www.youtube.com/watch?v=Hg-PIGZnNaY,P82Gaming | Nguyễn Minh Phúc
341,The Flintstones  The Rescueof Dino amp  Hoppy,https://www.youtube.com/watch?v=nFcbSjmzm5M,World of Longplays
325,Super Mario World,https://www.youtube.com/watch?v=gZnl4eyu_Ao,World of Longplays
229,Mega Man6,https://www.youtube.com/watch?v=STlxjFnKh-o,World of Longplays
189,King Kong2 Ikarino Megaton Punch,https://www.youtube.com/watch?v=aGy5gBKfrKI,Nenriki Gaming Channel
286,Rygar,https://www.youtube.com/watch?v=_DmaMbJfIaQ,World of Longplays
175,Indiana Jonesandthe Templeof Doom,https://www.youtube.com/watch?v=HnFM7qP4cZo,World of Longplays
133,Gall Force  Eternal Story,https://www.youtube.com/watch?v=m3cXg6xQTjQ,Cupgem
117,Final Fantasy,https://www.youtube.com/watch?v=fTdlzqhSdt8,World of Longplays
013,Alter Ego,https://www.youtube.com/watch?v=uwGXp0ovBbg,JohnX895
323,Super Mario Bros'2,https://www.youtube.com/watch?v=Izc1yLUxPIw,World of Longplays
051,Chester Field  EpisodeII Ankoku Shineno Chousen,https://www.youtube.com/watch?v=s6duzJK-tJM,Gamesレトロゲーム
228,Mega Man5,https://www.youtube.com/watch?v=tO6ZBTpxxCs,World of Longplays
308,Star Force,https://www.youtube.com/watch?v=tf4rxB2QjuY,World of Longplays
031,Bio Miracle Bokutte Upa,https://www.youtube.com/watch?v=BC3FyEYaAUQ,World of Longplays
244,Montyonthe Run  Montyno Doki Doki Daisassou,https://www.youtube.com/watch?v=Fn9j4JF6Ndc,BearorBust
194,Knight Move,https://www.youtube.com/watch?v=WunrGx2QMAY,Japanspel
012,Alpha Mission,https://www.youtube.com/watch?v=pEDFMMEZw5Q,World of Longplays
139,Genpei Toumaden  Computer Boardgame,https://www.youtube.com/watch?v=hwMjJ2tXXdM,Nenriki Gaming Channel
004,98in1,https://www.youtube.com/watch?v=_zsozFY8SXs,Mario Guevara
320,Super HI K300in1,,
374,Vs  Duck Hunt,https://www.youtube.com/watch?v=jBDNsaWiT8Q,World of Longplays
281,Robert Byrne's Pool Challenge,https://www.youtube.com/watch?v=cxZbNIjXPVk,你愛她的Little Secrets
035,Bomberman,https://www.youtube.com/watch?v=CZ9Pu9Usk5o,World of Longplays
279,Road Fighter,https://www.youtube.com/watch?v=5Q5-QNfmsbQ,World of Longplays
092,Duck Hunt,https://www.youtube.com/watch?v=jBDNsaWiT8Q,World of Longplays
264,Pinball,https://www.youtube.com/watch?v=786yrUhXVrk,World of Longplays
152,Gyrodine,https://www.youtube.com/watch?v=N8fEi-fxTMQ,World of Longplays
230,Meiky  Jiin Dababa,https://www.youtube.com/watch?v=nsEZ4w8McdQ,Justin Pfeiffer
150,Guerrilla War,https://www.youtube.com/watch?v=s5CtC5Tg4bc,World of Longplays
357,Toujin Makyou Den  Heraclesno Eikou,https://www.youtube.com/watch?v=L8-ACWPF3Wg,NES GamesDB
382,Wayne's World,https://www.youtube.com/watch?v=OkVb8HcWTGk,World of Longplays
359,Town amp  Country Surf Designs  Wood amp  Water Rage,https://www.youtube.com/watch?v=uKMkYQb5SRk,Double Jump Video Games
208,Lode Runner,https://www.youtube.com/watch?v=P4exGV-XUbQ,NintendoComplete
212,'M TV  Remote Control,https://www.youtube.com/watch?v=8gCvBmiP-aQ,World of Longplays
157,Hikari Shinwa  Palutenano Kagami,https://www.youtube.com/watch?v=dz8L-_MpzSM,World of Longplays
078,Doraemon,https://www.youtube.com/watch?v=yyWOVpMsXCI,World of Longplays
307,Star Force,https://www.youtube.com/watch?v=tf4rxB2QjuY,World of Longplays
036,BombermanII,https://www.youtube.com/watch?v=7K6Ktv6G_j0,World of Longplays
131,Galaga,https://www.youtube.com/watch?v=UPcO0HvIhkA,World of Longplays
021,Atlantisno Nazo,https://www.youtube.com/watch?v=W1nPX5zn0lY,Nenriki Gaming Channel
254,Nobunaga's AmbitionII,https://www.youtube.com/watch?v=NW1yt-f5lVY,Warrior with a Pen Games - Nathan Lusk
309,Star Soldier,https://www.youtube.com/watch?v=JHeL1xoZfPI,World of Longplays
171,Ikari Warriors,https://www.youtube.com/watch?v=bbnn6gTmfoM,Danger Meat
182,Kanshaku Tamanage Kantarouno Tokaido Gojusan Tsugi,https://www.youtube.com/watch?v=_At_OR7engk,WebNations
016,ArkanoidII,https://www.youtube.com/watch?v=Th-Z6QQ5AOQ,World of Longplays
115,Felixthe Cat,https://www.youtube.com/watch?v=jNv9-beLNGU,World of Longplays
338,Terra Cresta,https://www.youtube.com/watch?v=iOPsrZnB4h4,World of Longplays
024,Baseball,https://www.youtube.com/watch?v=Abv3xQ6-mVk,World of Longplays
079,Double DragonIII  The Sacred Stones,https://www.youtube.com/watch?v=Z5JvB3qpTZ0,World of Longplays
353,The Towerof Druaga,https://www.youtube.com/watch?v=LdNGOARBDJ0,World of Longplays
018,Arumanano Kiseki,https://www.youtube.com/watch?v=Xbe_VCYrWJY,World of Longplays
392,Yo  Noid,https://www.youtube.com/watch?v=zb6HXDxwPJM,World of Longplays
077,Donkey Kong Jr,https://www.youtube.com/watch?v=mpO562WRLCg,World of Longplays
116,Felixthe Cat,https://www.youtube.com/watch?v=jNv9-beLNGU,World of Longplays
252,Nintendo World Championships1990,https://www.youtube.com/watch?v=RSGYz08Fzgw,World of Longplays
206,Life Force,https://www.youtube.com/watch?v=1-I6knJxiNo,World of Longplays
270,Punch  Out,https://www.youtube.com/watch?v=rcJneBFV9cI,World of Longplays
356,Timesof Lore,https://www.youtube.com/watch?v=zN_dOx-Lsag,我愛你Ice Jacket
251,Ninja Hattori kun,https://www.youtube.com/watch?v=GoSxY1_raQU,World of Longplays
221,Mario Bros,https://www.youtube.com/watch?v=7qirrV8w5SQ,World of Longplays
122,Fire Emblem  Ankoku Ryuto Hikarino Tsurugi,https://www.youtube.com/watch?v=tb-5VWJ7hek,World of Longplays
253,Nobunaga's Ambition,https://www.youtube.com/watch?v=NW1yt-f5lVY,Warrior with a Pen Games - Nathan Lusk
002,1943  The Battleof Midway,https://www.youtube.com/watch?v=sBV5PaRfrSo,World of Longplays
232,Metal Gear,https://www.youtube.com/watch?v=NJPVTylzt80,World of Longplays
312,Stinger,https://www.youtube.com/watch?v=UHufyvzRhiU,World of Longplays
083,DraculaII  Noroino Fuuin,https://www.youtube.com/watch?v=MSUsE2dBMmk,World of Longplays
